iea_product;iea_flows;REMINDitems_in;REMINDitems_out;REMINDitems_tech;Weight;Comment;EDGEitems;EDGE_buildings
BITUMEN;EPOWERPLT;;;;;;;
BITUMEN;EREFINER;;;;;;;
BITUMEN;EXPORTS;;;;;;;
BITUMEN;FOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;
BITUMEN;HEATOUT;;;;;;;
BITUMEN;HEAUTOC;;;;;;;
BITUMEN;HEMAINC;;;;;;;
BITUMEN;IMPORTS;;;;;;;
BITUMEN;INONSPEC;seliqfos;feli_otherInd;tdli_otherInd;1;;;
BITUMEN;IRONSTL;seliqfos;feli_steel;tdli_steel;1;;;
BITUMEN;MACHINE;seliqfos;feli_otherInd;tdli_otherInd;1;;;
BITUMEN;MAINELEC;;;;;;;
BITUMEN;MANUFACT;;;;;;;
BITUMEN;MARBUNK;peoil;seliqfos;refliq;-1;;fetraliquid;
BITUMEN;MARBUNK;peoil;seliqfos;refliq;-1;;;
BITUMEN;MARBUNK;peoil;seliqfos;refliq;-1;;;
BITUMEN;MARBUNK;seliqfos;fedie;tdfosdie;-1;;fetraliquid;
BITUMEN;MARBUNK;seliqfos;fedie;tdfosdie;-1;;;
BITUMEN;MARBUNK;seliqfos;fedie;tdfosdie;-1;;;
BITUMEN;MARBUNK;rep_seliq;rep_fedie;rep_bunkers;-1;;;
BITUMEN;MARBUNK;rep_seliq;rep_fedie;rep_intav;-1;;;
BITUMEN;MINING;seliqfos;feli_otherInd;tdli_otherInd;1;;;
BITUMEN;NECHEM;;;;;;;
BITUMEN;NECONSTRUC;;;;;;;
BITUMEN;NEFOODPRO;;;;;;;
BITUMEN;NEIND;;;;;;;
BITUMEN;NEINONSPEC;;;;;;;
BITUMEN;NEINTREN;;;;;;;
BITUMEN;NEIRONSTL;;;;;;;
BITUMEN;NEMACHINE;;;;;;;
BITUMEN;NEMINING;;;;;;;
BITUMEN;NENONFERR;;;;;;;
BITUMEN;NENONMET;;;;;;;
BITUMEN;NEOTHER;;;;;;;
BITUMEN;NEPAPERPRO;;;;;;;
BITUMEN;NETEXTILES;;;;;;;
BITUMEN;NETRANS;;;;;;;
BITUMEN;NETRANSEQ;;;;;;;
BITUMEN;NEWOODPRO;;;;;;;
BITUMEN;NONENUSE;seliqfos;feli_chemicals;tdli_chemicals;1;;fenonliquid;
BITUMEN;NONENUSE;seliqfos;feli_chemicals;tdli_chemicals;1;;;
BITUMEN;NONENUSE;rep_seliq;rep_feho;rep_nonenergy;1;;;
BITUMEN;NONFERR;seliqfos;feli_otherInd;tdli_otherInd;1;;;
BITUMEN;NONMET;seliqfos;feli_cement;tdli_cement;1;;;
BITUMEN;ONONSPEC;seliqfos;fehob;tdfoshob;1;;feothliquid;
BITUMEN;PAPERPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;
BITUMEN;RESIDENT;seliqfos;fehob;tdfoshob;1;;feresliquid;petrol
BITUMEN;ROAD;seliqfos;fedie;tdfosdie;1;;fetraliquid;
BITUMEN;ROAD;rep_seliqfos;rep_fedie;rep_road;1;;;
BITUMEN;STATDIFF;;;;;;;
BITUMEN;STOCKCHA;;;;;;;
BITUMEN;TES;;;;;;;
BITUMEN;TEXTILES;seliqfos;feli_otherInd;tdli_otherInd;1;;;
BITUMEN;TFC;peoil;seliqfos;refliq;1;;;
BITUMEN;TNONSPEC;;;;;;;
BITUMEN;TOTENGY;;;;;;;
BITUMEN;TOTIND;;;;;;feindliquid;
BITUMEN;TOTOTHER;;;;;;;
BITUMEN;TOTTRANF;;;;;;;
BITUMEN;TOTTRANS;;;;;;;
BITUMEN;TPATFUEL;;;;;;;
BITUMEN;TPETCHEM;;;;;;;
BITUMEN;TRANSEQ;seliqfos;feli_otherInd;tdli_otherInd;1;;;
BITUMEN;TRANSFER;;;;;;;
BITUMEN;TREFINER;;;;;;;
BITUMEN;WOODPRO;seliqfos;feli_otherInd;tdli_otherInd;1;;;
BKB;AGRICULT;sesofos;feso_otherInd;tdso_otherInd;1;;feagrsolid;
BKB;AUTOCHP;;;;;;;
BKB;AUTOELEC;;;;;;;
BKB;AUTOHEAT;;;;;;;
BKB;CHEMICAL;sesofos;feso_chemicals;tdso_chemicals;1;;;
BKB;COMMPUB;sesofos;fesob;tdfossob;1;;fesercoal;coal
BKB;CONSTRUC;sesofos;feso_otherInd;tdso_otherInd;1;;;
BKB;DISTLOSS;pecoal;sesofos;coaltr;-1;;;
BKB;DOMESNAV;;;;;;;
BKB;EBKB;;;;;;;
BKB;ECOKEOVS;;;;;This flow is an input or output of coke ovens or blast furnaces that is already accounted for under IRONSTL after the tool_fix_IEA_data_for_Industry_subsectors function. Hence, it does not need to be mapped anymore.;;
BKB;EGASWKS;;;;;;;
BKB;ELAUTOC;pecoal;seel;coalchp;1;;;
BKB;ELAUTOE;pecoal;seel;pc;1;;;
BKB;ELMAINC;pecoal;seel;coalchp;1;;;
BKB;ELMAINE;pecoal;seel;pc;1;;;
BKB;ELOUTPUT;;;;;;;
BKB;EMINES;;;;;;;
BKB;ENONSPEC;;;;;;;
BKB;EREFINER;;;;;;;
BKB;EXPORTS;;;;;;;
BKB;FISHING;sesofos;feso_otherInd;tdso_otherInd;1;;feagrsolid;
BKB;FOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;
BKB;HEATOUT;;;;;;;
BKB;HEAUTOC;pecoal;sehe;coalchp;1;;;
BKB;HEAUTOH;pecoal;sehe;coalhp;1;;;
BKB;HEMAINC;pecoal;sehe;coalchp;1;;;
BKB;HEMAINH;pecoal;sehe;coalhp;1;;;
BKB;IMPORTS;;;;;;;
BKB;INONSPEC;sesofos;feso_otherInd;tdso_otherInd;1;;;
BKB;IRONSTL;sesofos;feso_steel;tdso_steel;1;;;
BKB;MACHINE;sesofos;feso_otherInd;tdso_otherInd;1;;;
BKB;MAINCHP;;;;;;;
BKB;MAINELEC;;;;;;;
BKB;MAINHEAT;;;;;;;
BKB;MANUFACT;;;;;;;
BKB;MINING;sesofos;feso_otherInd;tdso_otherInd;1;;;
BKB;NEINTREN;;;;;;;
BKB;NEOTHER;;;;;;;
BKB;NONENUSE;sesofos;feso_chemicals;tdso_chemicals;1;;fenonsolid;
BKB;NONENUSE;sesofos;feso_chemicals;tdso_chemicals;1;;;
BKB;NONENUSE;rep_seliq;rep_feho;rep_nonenergy;1;;;
BKB;NONFERR;sesofos;feso_otherInd;tdso_otherInd;1;;;
BKB;NONMET;sesofos;feso_cement;tdso_cement;1;;;
BKB;ONONSPEC;sesofos;fesob;tdfossob;1;;feothsolid;
BKB;PAPERPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;
BKB;RAIL;sesofos;feso_otherInd;tdso_otherInd;1;;feindsolid;
BKB;RAIL;rep_sesofos;rep_feso;rep_rail;1;;;
BKB;RESIDENT;sesofos;fesob;tdfossob;1;;ferescoal;coal
BKB;STATDIFF;;;;;;;
BKB;STOCKCHA;;;;;;;
BKB;TBKB;;;;;;;
BKB;TBLASTFUR;;;;;This flow is an input or output of coke ovens or blast furnaces that is already accounted for under IRONSTL after the tool_fix_IEA_data_for_Industry_subsectors function. Hence, it does not need to be mapped anymore.;;
BKB;TCOKEOVS;;;;;This flow is an input or output of coke ovens or blast furnaces that is already accounted for under IRONSTL after the tool_fix_IEA_data_for_Industry_subsectors function. Hence, it does not need to be mapped anymore.;;
BKB;TES;;;;;;;
BKB;TEXTILES;sesofos;feso_otherInd;tdso_otherInd;1;;;
BKB;TFC;pecoal;sesofos;coaltr;1;;;
BKB;TGASWKS;;;;;;;
BKB;TOTENGY;;;;;;;
BKB;TOTIND;;;;;;feindsolid;
BKB;TOTOTHER;;;;;;;
BKB;TOTTRANF;;;;;;;
BKB;TOTTRANS;;;;;;;
BKB;TPATFUEL;;;;;;;
BKB;TRANSEQ;sesofos;feso_otherInd;tdso_otherInd;1;;;
BKB;TRANSFER;;;;;;;
BKB;TREFINER;;;;;;;
BKB;WOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;
BLFURGS;AUTOCHP;;;;;;;
BLFURGS;AUTOELEC;;;;;;;
BLFURGS;AUTOHEAT;;;;;;;
BLFURGS;CHEMICAL;;;;;;;
BLFURGS;CONSTRUC;;;;;;;
BLFURGS;DISTLOSS;;;;;;;
BLFURGS;EBLASTFUR;;;;;This flow is an input or output of coke ovens or blast furnaces that is already accounted for under IRONSTL after the tool_fix_IEA_data_for_Industry_subsectors function. Hence, it does not need to be mapped anymore.;;
BLFURGS;ECOKEOVS;;;;;;;
BLFURGS;ELAUTOC;;;;;;;
BLFURGS;ELAUTOE;;;;;;;
BLFURGS;ELMAINC;;;;;;;
BLFURGS;ELMAINE;;;;;;;
BLFURGS;EMINES;;;;;;;
BLFURGS;ENONSPEC;;;;;;;
BLFURGS;EPOWERPLT;;;;;;;
BLFURGS;EXPORTS;;;;;;;
BLFURGS;FOODPRO;;;;;;;
BLFURGS;HEAUTOC;;;;;;;
BLFURGS;HEAUTOH;;;;;;;
BLFURGS;HEMAINC;;;;;;;
BLFURGS;HEMAINH;;;;;;;
BLFURGS;IMPORTS;;;;;;;
BLFURGS;INONSPEC;;;;;;;
BLFURGS;IRONSTL;;;;;;;
BLFURGS;MACHINE;;;;;;;
BLFURGS;MAINCHP;;;;;;;
BLFURGS;MAINELEC;;;;;;;
BLFURGS;MAINHEAT;;;;;;;
BLFURGS;MINING;;;;;;;
BLFURGS;NECHEM;;;;;;;
BLFURGS;NEINTREN;;;;;;;
BLFURGS;NONFERR;;;;;;;
BLFURGS;NONMET;;;;;;;
BLFURGS;ONONSPEC;;;;;;;
BLFURGS;PAPERPRO;;;;;;;
BLFURGS;RESIDENT;;;;;;;
BLFURGS;STATDIFF;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
BLFURGS;TBLASTFUR;;;;;This flow is an input or output of coke ovens or blast furnaces that is already accounted for under IRONSTL after the tool_fix_IEA_data_for_Industry_subsectors function. Hence, it does not need to be mapped anymore.;;
BLFURGS;TCOKEOVS;;;;;;;
BLFURGS;TFC;;;;;;;
BLFURGS;TGASWKS;;;;;;;
BLFURGS;TNONSPEC;;;;;;;
BLFURGS;TOTOTHER;;;;;;;
BLFURGS;TRANSEQ;;;;;;;
BROWN;AGRICULT;sesofos;feso_otherInd;tdso_otherInd;1;;feagrsolid;
BROWN;AUTOCHP;;;;;;;
BROWN;AUTOELEC;;;;;;;
BROWN;AUTOHEAT;;;;;;;
BROWN;CHEMICAL;sesofos;feso_chemicals;tdso_chemicals;1;;;
BROWN;COMMPUB;sesofos;fesob;tdfossob;1;;fesercoal;coal
BROWN;CONSTRUC;sesofos;feso_otherInd;tdso_otherInd;1;;;
BROWN;DISTLOSS;pecoal;sesofos;coaltr;-1;;;
BROWN;DOMESNAV;;;;;;;
BROWN;EBKB;;;;;;;
BROWN;ECOKEOVS;;;;;This flow is an input or output of coke ovens or blast furnaces that is already accounted for under IRONSTL after the tool_fix_IEA_data_for_Industry_subsectors function. Hence, it does not need to be mapped anymore.;;
BROWN;ELAUTOC;pecoal;seel;coalchp;1;;;
BROWN;ELAUTOE;pecoal;seel;pc;1;;;
BROWN;ELMAINC;pecoal;seel;coalchp;1;;;
BROWN;ELMAINE;pecoal;seel;pc;1;;;
BROWN;ELOUTPUT;;;;;;;
BROWN;EMINES;;;;;;;
BROWN;ENONSPEC;;;;;;;
BROWN;EPOWERPLT;;;;;;;
BROWN;EREFINER;;;;;;;
BROWN;EXPORTS;;;;;;;
BROWN;FOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;
BROWN;HEATOUT;;;;;;;
BROWN;HEAUTOC;pecoal;sehe;coalchp;1;;;
BROWN;HEAUTOH;pecoal;sehe;coalhp;1;;;
BROWN;HEMAINC;pecoal;sehe;coalchp;1;;;
BROWN;HEMAINH;pecoal;sehe;coalhp;1;;;
BROWN;IMPORTS;;;;;;;
BROWN;INDPROD;;;;;;;
BROWN;INONSPEC;sesofos;feso_otherInd;tdso_otherInd;1;;;
BROWN;IRONSTL;sesofos;feso_steel;tdso_steel;1;;;
BROWN;MACHINE;sesofos;feso_otherInd;tdso_otherInd;1;;;
BROWN;MAINCHP;;;;;;;
BROWN;MAINELEC;;;;;;;
BROWN;MAINHEAT;;;;;;;
BROWN;MANUFACT;;;;;;;
BROWN;MINING;sesofos;feso_otherInd;tdso_otherInd;1;;;
BROWN;NEINTREN;;;;;;;
BROWN;NONENUSE;sesofos;feso_chemicals;tdso_chemicals;1;;fenonsolid;
BROWN;NONENUSE;sesofos;feso_chemicals;tdso_chemicals;1;;;
BROWN;NONENUSE;rep_seliq;rep_feho;rep_nonenergy;1;;;
BROWN;NONFERR;sesofos;feso_otherInd;tdso_otherInd;1;;;
BROWN;NONMET;sesofos;feso_cement;tdso_cement;1;;;
BROWN;ONONSPEC;sesofos;fesob;tdfossob;1;;feothsolid;
BROWN;PAPERPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;
BROWN;RAIL;sesofos;feso_otherInd;tdso_otherInd;1;;feindsolid;
BROWN;RAIL;rep_sesofos;rep_feso;rep_rail;1;;;
BROWN;RESIDENT;sesofos;fesob;tdfossob;1;;ferescoal;coal
BROWN;STATDIFF;;;;;;;
BROWN;STOCKCHA;;;;;;;
BROWN;TBKB;;;;;;;
BROWN;TCOKEOVS;;;;;This flow is an input or output of coke ovens or blast furnaces that is already accounted for under IRONSTL after the tool_fix_IEA_data_for_Industry_subsectors function. Hence, it does not need to be mapped anymore.;;
BROWN;TES;;;;;;;
BROWN;TEXTILES;sesofos;feso_otherInd;tdso_otherInd;1;;;
BROWN;TFC;pecoal;sesofos;coaltr;1;;;
BROWN;TGASWKS;;;;;;;
BROWN;TOTENGY;;;;;;;
BROWN;TOTIND;;;;;;feindsolid;
BROWN;TOTOTHER;;;;;;;
BROWN;TOTTRANF;;;;;;;
BROWN;TOTTRANS;;;;;;;
BROWN;TPATFUEL;;;;;;;
BROWN;TRANSEQ;sesofos;feso_otherInd;tdso_otherInd;1;;;
BROWN;WOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;
CHARCOAL;AGRICULT;sesobio;feso_otherInd;tdso_otherInd;1;;feagrsolid;
CHARCOAL;AUTOCHP;;;;;;;
CHARCOAL;AUTOELEC;;;;;;;
CHARCOAL;CHEMICAL;sesobio;feso_chemicals;tdso_chemicals;1;;;
CHARCOAL;COMMPUB;sesobio;fesob;tdbiosob;1;;feserbio;biotrad
CHARCOAL;CONSTRUC;sesobio;feso_otherInd;tdso_otherInd;1;;;
CHARCOAL;DISTLOSS;pebiolc;sesobio;biotr;-1;;;
CHARCOAL;ECHARCOAL;;;;;;;
CHARCOAL;ELAUTOE;;;;;;;
CHARCOAL;ELMAINC;;;;;;;
CHARCOAL;ELMAINE;;;;;;;
CHARCOAL;ELOUTPUT;;;;;;;
CHARCOAL;ENONSPEC;pebiolc;sesobio;biotr;-1;;;
CHARCOAL;EXPORTS;;;;;;;
CHARCOAL;FISHING;sesobio;feso_otherInd;tdso_otherInd;1;;feagrsolid;
CHARCOAL;FOODPRO;sesobio;feso_otherInd;tdso_otherInd;1;;;
CHARCOAL;HEATOUT;;;;;;;
CHARCOAL;HEMAINC;;;;;;;
CHARCOAL;HEMAINH;;;;;;;
CHARCOAL;IMPORTS;;;;;;;
CHARCOAL;INONSPEC;sesobio;feso_otherInd;tdso_otherInd;1;;;
CHARCOAL;IRONSTL;sesobio;feso_steel;tdso_steel;1;;;
CHARCOAL;MACHINE;sesobio;feso_otherInd;tdso_otherInd;1;;;
CHARCOAL;MAINCHP;;;;;;;
CHARCOAL;MAINELEC;;;;;;;
CHARCOAL;MAINHEAT;;;;;;;
CHARCOAL;MANUFACT;;;;;;;
CHARCOAL;MINING;sesobio;feso_otherInd;tdso_otherInd;1;;;
CHARCOAL;NEOTHER;;;;;;;
CHARCOAL;NONENUSE;sesobio;feso_chemicals;tdso_chemicals;1;;;
CHARCOAL;NONFERR;sesobio;feso_otherInd;tdso_otherInd;1;;;
CHARCOAL;NONMET;sesobio;feso_cement;tdso_cement;1;;;
CHARCOAL;ONONSPEC;sesobio;fesob;tdbiosob;1;;feothsolid;
CHARCOAL;PAPERPRO;sesobio;feso_otherInd;tdso_otherInd;1;;;
CHARCOAL;RESIDENT;sesobio;fesob;tdbiosob;1;;feresbiotrad;biotrad
CHARCOAL;STATDIFF;;;;;;;
CHARCOAL;STOCKCHA;;;;;;;
CHARCOAL;TBLASTFUR;;;;;This flow is an input or output of coke ovens or blast furnaces that is already accounted for under IRONSTL after the tool_fix_IEA_data_for_Industry_subsectors function. Hence, it does not need to be mapped anymore.;;
CHARCOAL;TCHARCOAL;;;;;;;
CHARCOAL;TES;;;;;;;
CHARCOAL;TEXTILES;sesobio;feso_otherInd;tdso_otherInd;1;;;
CHARCOAL;TFC;pebiolc;sesobio;biotr;1;;;
CHARCOAL;TNONSPEC;;;;;;;
CHARCOAL;TOTENGY;;;;;;;
CHARCOAL;TOTIND;;;;;;feindsolid;
CHARCOAL;TOTOTHER;;;;;;;
CHARCOAL;TOTTRANF;;;;;;;
CHARCOAL;TOTTRANS;;;;;;;
CHARCOAL;TRANSEQ;sesobio;feso_otherInd;tdso_otherInd;1;;;
CHARCOAL;TRNONSPE;;;;;;;
CHARCOAL;WOODPRO;sesobio;feso_otherInd;tdso_otherInd;1;;;
COALTAR;AUTOCHP;;;;;;;
COALTAR;AUTOELEC;;;;;;;
COALTAR;CHEMICAL;;;;;;;
COALTAR;COMMPUB;;;;;;;
COALTAR;CONSTRUC;;;;;;;
COALTAR;DISTLOSS;pecoal;sesofos;coaltr;-1;;;
COALTAR;EBLASTFUR;;;;;;;
COALTAR;ECOKEOVS;;;;;This flow is an input or output of coke ovens or blast furnaces that is already accounted for under IRONSTL after the tool_fix_IEA_data_for_Industry_subsectors function. Hence, it does not need to be mapped anymore.;;
COALTAR;EGASWKS;;;;;;;
COALTAR;ELAUTOC;;;;;;;
COALTAR;ELAUTOE;;;;;;;
COALTAR;ELMAINC;;;;;;;
COALTAR;ELMAINE;;;;;;;
COALTAR;EMINES;;;;;;;
COALTAR;EPOWERPLT;;;;;;;
COALTAR;EREFINER;;;;;;;
COALTAR;EXPORTS;;;;;;;
COALTAR;FOODPRO;;;;;;;
COALTAR;HEAUTOC;;;;;;;
COALTAR;HEAUTOH;;;;;;;
COALTAR;HEMAINC;;;;;;;
COALTAR;HEMAINH;;;;;;;
COALTAR;IMPORTS;;;;;;;
COALTAR;INONSPEC;;;;;;;
COALTAR;IRONSTL;;;;;;;
COALTAR;MACHINE;;;;;;;
COALTAR;MAINCHP;;;;;;;
COALTAR;MAINELEC;;;;;;;
COALTAR;MAINHEAT;;;;;;;
COALTAR;MANUFACT;;;;;;;
COALTAR;MINING;;;;;;;
COALTAR;NECHEM;;;;;;;
COALTAR;NEINTREN;;;;;;;
COALTAR;NEOTHER;;;;;;;
COALTAR;NONFERR;;;;;;;
COALTAR;NONMET;;;;;;;
COALTAR;PAPERPRO;;;;;;;
COALTAR;STATDIFF;;;;;;;
COALTAR;STOCKCHA;;;;;;;
COALTAR;TBLASTFUR;;;;;;;
COALTAR;TCOKEOVS;;;;;This flow is an input or output of coke ovens or blast furnaces that is already accounted for under IRONSTL after the tool_fix_IEA_data_for_Industry_subsectors function. Hence, it does not need to be mapped anymore.;;
COALTAR;TES;;;;;;;
COALTAR;TEXTILES;;;;;;;
COALTAR;TFC;pecoal;sesofos;coaltr;1;;;
COALTAR;TGASWKS;;;;;;;
COALTAR;TNONSPEC;;;;;;;
COALTAR;TOTIND;;;;;;feindliquid;
COALTAR;TRANSEQ;;;;;;;
COALTAR;TRANSFER;;;;;;;
COALTAR;WOODPRO;;;;;;;
COKCOAL;AGRICULT;sesofos;feso_otherInd;tdso_otherInd;1;;feagrsolid;
COKCOAL;AUTOCHP;;;;;;;
COKCOAL;AUTOELEC;;;;;;;
COKCOAL;AUTOHEAT;;;;;;;
COKCOAL;CHEMICAL;sesofos;feso_chemicals;tdso_chemicals;1;;;
COKCOAL;COMMPUB;sesofos;fesob;tdfossob;1;;fesercoal;coal
COKCOAL;CONSTRUC;sesofos;feso_otherInd;tdso_otherInd;1;;;
COKCOAL;DISTLOSS;pecoal;sesofos;coaltr;-1;;;
COKCOAL;DOMESNAV;;;;;;;
COKCOAL;ECOKEOVS;;;;;This flow is an input or output of coke ovens or blast furnaces that is already accounted for under IRONSTL after the tool_fix_IEA_data_for_Industry_subsectors function. Hence, it does not need to be mapped anymore.;;
COKCOAL;EGASWKS;;;;;;;
COKCOAL;ELAUTOC;pecoal;seel;coalchp;1;;;
COKCOAL;ELAUTOE;pecoal;seel;pc;1;;;
COKCOAL;ELMAINC;pecoal;seel;coalchp;1;;;
COKCOAL;ELMAINE;pecoal;seel;pc;1;;;
COKCOAL;ELOUTPUT;;;;;;;
COKCOAL;EMINES;;;;;;;
COKCOAL;ENONSPEC;;;;;;;
COKCOAL;EPATFUEL;;;;;;;
COKCOAL;EPOWERPLT;;;;;;;
COKCOAL;EREFINER;;;;;;;
COKCOAL;EXPORTS;;;;;;;
COKCOAL;FOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;
COKCOAL;HEATOUT;;;;;;;
COKCOAL;HEAUTOC;pecoal;sehe;coalchp;1;;;
COKCOAL;HEAUTOH;pecoal;sehe;coalhp;1;;;
COKCOAL;HEMAINC;pecoal;sehe;coalchp;1;;;
COKCOAL;HEMAINH;pecoal;sehe;coalhp;1;;;
COKCOAL;IMPORTS;;;;;;;
COKCOAL;INDPROD;;;;;;;
COKCOAL;INONSPEC;sesofos;feso_otherInd;tdso_otherInd;1;;;
COKCOAL;IRONSTL;sesofos;feso_steel;tdso_steel;1;;;
COKCOAL;MACHINE;sesofos;feso_otherInd;tdso_otherInd;1;;;
COKCOAL;MAINCHP;;;;;;;
COKCOAL;MAINELEC;;;;;;;
COKCOAL;MAINHEAT;;;;;;;
COKCOAL;MANUFACT;;;;;;;
COKCOAL;MINING;sesofos;feso_otherInd;tdso_otherInd;1;;;
COKCOAL;NECHEM;;;;;;;
COKCOAL;NEINTREN;;;;;;;
COKCOAL;NEOTHER;;;;;;;
COKCOAL;NONENUSE;sesofos;feso_chemicals;tdso_chemicals;1;;fenonsolid;
COKCOAL;NONENUSE;sesofos;feso_chemicals;tdso_chemicals;1;;;
COKCOAL;NONENUSE;rep_seliq;rep_feho;rep_nonenergy;1;;;
COKCOAL;NONFERR;sesofos;feso_otherInd;tdso_otherInd;1;;;
COKCOAL;NONMET;sesofos;feso_cement;tdso_cement;1;;;
COKCOAL;ONONSPEC;sesofos;fesob;tdfossob;1;;feothsolid;
COKCOAL;PAPERPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;
COKCOAL;RAIL;sesofos;feso_otherInd;tdso_otherInd;1;;feindsolid;
COKCOAL;RAIL;rep_sesofos;rep_feso;rep_rail;1;;;
COKCOAL;RESIDENT;sesofos;fesob;tdfossob;1;;ferescoal;coal
COKCOAL;STATDIFF;;;;;;;
COKCOAL;STOCKCHA;;;;;;;
COKCOAL;TBKB;;;;;;;
COKCOAL;TBLASTFUR;;;;;This flow is an input or output of coke ovens or blast furnaces that is already accounted for under IRONSTL after the tool_fix_IEA_data_for_Industry_subsectors function. Hence, it does not need to be mapped anymore.;;
COKCOAL;TBLENDGAS;;;;;;;
COKCOAL;TCOALLIQ;;;;;;;
COKCOAL;TCOKEOVS;;;;;This flow is an input or output of coke ovens or blast furnaces that is already accounted for under IRONSTL after the tool_fix_IEA_data_for_Industry_subsectors function. Hence, it does not need to be mapped anymore.;;
COKCOAL;TES;;;;;;;
COKCOAL;TEXTILES;sesofos;feso_otherInd;tdso_otherInd;1;;;
COKCOAL;TFC;pecoal;sesofos;coaltr;1;;;
COKCOAL;TGASWKS;;;;;;;
COKCOAL;TNONSPEC;;;;;;;
COKCOAL;TOTENGY;;;;;;;
COKCOAL;TOTIND;;;;;;feindsolid;
COKCOAL;TOTOTHER;;;;;;;
COKCOAL;TOTTRANF;;;;;;;
COKCOAL;TOTTRANS;;;;;;;
COKCOAL;TPATFUEL;;;;;;;
COKCOAL;TRANSEQ;sesofos;feso_otherInd;tdso_otherInd;1;;;
COKCOAL;TRANSFER;;;;;;;
COKCOAL;TREFINER;;;;;;;
COKCOAL;TRNONSPE;;;;;;;
COKCOAL;WOODPRO;sesofos;feso_otherInd;tdso_otherInd;1;;;
COKEOVGS;AGRICULT;;;;;;;
COKEOVGS;AUTOCHP;;;;;;;
COKEOVGS;AUTOELEC;;;;;;;
COKEOVGS;AUTOHEAT;;;;;;;
COKEOVGS;CHEMICAL;;;;;;;
COKEOVGS;COMMPUB;;;;;;;
COKEOVGS;CONSTRUC;;;;;;;
COKEOVGS;DISTLOSS;;;;;;;
COKEOVGS;EBLASTFUR;;;;;;;
COKEOVGS;ECOALLIQ;;;;;;;
COKEOVGS;ECOKEOVS;;;;;This flow is an input or output of coke ovens or blast furnaces that is already accounted for under IRONSTL after the tool_fix_IEA_data_for_Industry_subsectors function. Hence, it does not need to be mapped anymore.;;
COKEOVGS;EGASWKS;;;;;;;
COKEOVGS;ELAUTOC;;;;;;;
COKEOVGS;ELAUTOE;;;;;;;
COKEOVGS;ELMAINC;;;;;;;
COKEOVGS;ELMAINE;;;;;;;
COKEOVGS;ELOUTPUT;;;;;;;
COKEOVGS;EMINES;;;;;;;
COKEOVGS;ENONSPEC;;;;;;;
COKEOVGS;EPOWERPLT;;;;;;;
COKEOVGS;EREFINER;;;;;;;
COKEOVGS;EXPORTS;;;;;;;
COKEOVGS;FOODPRO;;;;;;;
COKEOVGS;HEATOUT;;;;;;;
COKEOVGS;HEAUTOC;;;;;;;
COKEOVGS;HEAUTOH;;;;;;;
COKEOVGS;HEMAINC;;;;;;;
COKEOVGS;HEMAINH;;;;;;;
COKEOVGS;IMPORTS;;;;;;;
COKEOVGS;INONSPEC;;;;;;;
COKEOVGS;IRONSTL;;;;;;;
COKEOVGS;MACHINE;;;;;;;
COKEOVGS;MAINCHP;;;;;;;
COKEOVGS;MAINELEC;;;;;;;
COKEOVGS;MAINHEAT;;;;;;;
COKEOVGS;MINING;;;;;;;
COKEOVGS;NECHEM;;;;;;;
COKEOVGS;NEINTREN;;;;;;;
COKEOVGS;NEOTHER;;;;;;;
COKEOVGS;NONFERR;;;;;;;
COKEOVGS;NONMET;;;;;;;
COKEOVGS;ONONSPEC;;;;;;;
COKEOVGS;PAPERPRO;;;;;;;
COKEOVGS;RESIDENT;;;;;;;
COKEOVGS;STATDIFF;;;;;This product is an output of a coke oven or blast furnaces. Since these outputs are attributed to inputs of coke ovens and blast furnaces in the tool_fix_IEA_data_for_Industry_subsectors function, they do not need to be mapped anymore.;;
COKEOVGS;STOCKCHA;;;;;;;
COKEOVGS;TBLASTFUR;;;;;;;
COKEOVGS;TBLENDGAS;;;;;;;
COKEOVGS;TCOALLIQ;;;;;;;
COKEOVGS;TCOKEOVS;;;;;This flow is an input or output of coke ovens or blast furnaces that is already accounted for under IRONSTL after the tool_fix_IEA_data_for_Industry_subsectors function. Hence, it does not need to be mapped anymore.;;
COKEOVGS;TEXTILES;;;;;;;
COKEOVGS;TFC;;;;;;;
COKEOVGS;TGASWKS;;;;;;;
COKEOVGS;TNONSPEC;;;;;;;
COKEOVGS;TOTENGY;;;;;;;
COKEOVGS;TOTOTHER;;;;;;;
COKEOVGS;TOTTRANF;;;;;;;
COKEOVGS;TRANSEQ;;;;;;;
COKEOVGS;WOODPRO;;;;;;;
CRNGFEED;CHEMICAL;seliqfos;feli_chemicals;tdli_chemicals;1;;;
